brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,clean_title,price,Accident_occured,Engine_capacity,Horse_Power
Mazda,CX-9 Signature,2018,19500.0,Gasoline,Transmission w/Dual Shift Mode,White,Brown,Yes,32250.0,NO,2.5,227.0
Ford,Mustang GT,2016,36000.0,Gasoline,6-Speed M/T,Orange,Black,Yes,31000.0,YES,5.0,435.0
Rolls-Royce,Wraith Base,2016,21000.0,Gasoline,A/T,Brown,Black,UNKNOWN,217000.0,YES,6.6,624.0
Chevrolet,Camaro 1SS,2022,6640.0,Gasoline,A/T,Orange,Black,Yes,51999.0,NO,6.2,455.0
BMW,X5 xDrive35i,2016,74850.0,Gasoline,A/T,White,Brown,Yes,21900.0,YES,3.0,300.0
Nissan,Maxima SV,2014,117000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,10900.0,YES,3.5,290.0
Toyota,Tundra TRD Pro,2016,51400.0,E85 Flex Fuel,6-Speed A/T,Black,Black,UNKNOWN,39900.0,YES,5.7,381.0
INFINITI,QX60 AUTOGRAPH,2022,6000.0,Gasoline,9-Speed A/T,Gold,Brown,Yes,57999.0,NO,3.5,295.0
Mitsubishi,Lancer Evolution MR,2006,128000.0,Gasoline,6-Speed M/T,Silver,Black,Yes,37999.0,NO,2.0,286.0
BMW,X3 xDrive30i,2021,15000.0,Gasoline,Transmission w/Dual Shift Mode,White,Brown,Yes,39995.0,NO,2.0,248.0
Toyota,Tundra SR5,2016,119000.0,Gasoline,6-Speed A/T,Red,Black,Yes,29950.0,NO,5.7,381.0
Lincoln,Mark LT Base,2006,87500.0,Gasoline,A/T,Silver,Black,Yes,12999.0,YES,5.4,300.0
Ford,Flex SEL,2011,149000.0,Gasoline,6-Speed A/T,Black,Beige,Yes,7999.0,NO,3.5,262.0
Audi,Q5 2.0T Premium Plus,2015,54700.0,E85 Flex Fuel,8-Speed A/T,Gray,Brown,Yes,20995.0,YES,2.0,220.0
Ford,F-150 XL,2021,45979.0,Gasoline,10-Speed Automatic,Agate Black Metallic,Black,Yes,38532.0,NO,3.5,371.08585207445685
Lincoln,Continental Reserve,2017,56846.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,Yes,29000.0,NO,2.7,335.0
Tesla,Model X 75D,2017,94100.0,Electric,A/T,Black,Orange,Yes,49900.0,YES,0.0,518.0
Jeep,Grand Cherokee Limited,2017,80150.0,Gasoline,8-Speed A/T,Blue,Black,Yes,22500.0,YES,3.6,293.0
GMC,Terrain SLT-1,2013,11563.0,Gasoline,A/T,Blue,Black,Yes,12300.0,YES,2.4,182.0
Tesla,Model X Long Range,2022,7500.0,Electric,A/T,Silver,Black,Yes,84000.0,NO,0.0,670.0
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615.0,Hybrid,9-Speed A/T,Gray,Black,Yes,78000.0,NO,3.0,429.0
Subaru,Impreza WRX Base,2013,113000.0,Gasoline,5-Speed M/T,Blue,Black,Yes,16000.0,YES,2.5,265.0
Kia,Optima S,2018,74000.0,Gasoline,6-Speed A/T,White,Black,Yes,15000.0,NO,2.4,185.0
Mercedes-Benz,M-Class ML 350,2011,99200.0,Gasoline,A/T,Black,Black,Yes,11900.0,NO,3.5,268.0
Volkswagen,Beetle 2.0T S,2018,36824.0,Gasoline,6-Speed A/T,Red,Red,Yes,23999.0,NO,2.0,174.0
Acura,RSX Base,2005,186040.0,Gasoline,A/T,Gray,Beige,Yes,6700.0,YES,2.0,160.0
GMC,Acadia SLE,2020,58000.0,Gasoline,9-Speed A/T,Black,Black,Yes,27700.0,NO,3.6,310.0
Ford,F-150 Lariat,2020,31250.0,Gasoline,A/T,Blue,Gray,Yes,42500.0,NO,2.7,325.0
Jeep,Gladiator Overland,2020,43000.0,Gasoline,A/T,White,Beige,Yes,46500.0,NO,3.6,285.0
Toyota,Tacoma TRD Sport,2020,41199.0,Gasoline,6 Speed Mt,Black,Black/Gun Metal,UNKNOWN,41598.0,NO,3.5,368.508748000344
Kia,EV6 GT-Line,2022,22000.0,Electric,1-Speed A/T,Gray,Black,Yes,45000.0,NO,0.0,320.0
Genesis,GV70 3.5T Sport,2022,12900.0,Gasoline,8-Speed A/T,Gray,White,Yes,53000.0,NO,3.5,375.0
Ford,Explorer ST,2022,10500.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,UNKNOWN,50000.0,YES,3.0,400.0
MINI,Countryman Cooper,2020,74725.0,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,Yes,21612.0,NO,1.5,274.7195326475394
Mazda,CX-5 Grand Touring,2021,61117.0,Gasoline,6-Speed Automatic,Sonic Silver Metallic,Black,Yes,26485.0,NO,2.5,323.03334700744017
BMW,325 i,2003,142000.0,Gasoline,5-Speed M/T,Silver,Black,Yes,4800.0,YES,2.5,184.0
Ford,Mustang EcoBoost Premium,2019,31000.0,Gasoline,6-Speed M/T,Gray,Black,Yes,34700.0,NO,3.5,368.1035944014093
Toyota,Yaris L,2012,129355.0,Gasoline,4-Speed A/T,Black,Gray,Yes,7950.0,YES,1.5,106.0
Chevrolet,Express 1500 Base,2010,204000.0,E85 Flex Fuel,4-Speed A/T,White,Gray,Yes,4900.0,YES,5.3,310.0
Lincoln,Navigator L Select,2016,115600.0,Gasoline,6-Speed A/T,Black,Black,Yes,22500.0,NO,3.5,380.0
Jeep,Wrangler Sahara Altitude,2023,1563.0,Hybrid,A/T,Gray,Black,Yes,62500.0,NO,3.6,285.0
Bentley,Continental GT Base,2007,72166.0,Gasoline,A/T,Black,Black,Yes,35995.0,YES,6.0,552.0
Lexus,RX 350 F Sport,2018,26100.0,Gasoline,8-Speed A/T,Gray,Red,Yes,37899.0,NO,3.5,295.0
BMW,430 i,2017,58880.0,Gasoline,8-Speed A/T,White,Brown,Yes,21000.0,NO,2.0,248.0
Cadillac,Escalade Sport Platinum,2021,26000.0,Gasoline,10-Speed A/T,Black,Black,Yes,104000.0,NO,6.2,420.0
Honda,Civic EX,2008,190640.0,Gasoline,5-Speed M/T,Silver,Silver,Yes,5500.0,YES,1.8,140.0
Porsche,Cayenne AWD,2020,37500.0,Gasoline,8-Speed A/T,White,Black,Yes,59900.0,NO,3.0,335.0
Ford,Mustang Mach-E GT,2022,13856.0,Electric,1-Speed A/T,White,Black,Yes,54000.0,NO,0.0,480.0
Cadillac,ATS 2.5L Luxury,2013,225000.0,Gasoline,6-Speed A/T,Blue,Black,Yes,13600.0,NO,2.5,202.0
Lexus,LS 460 Base,2014,123256.0,Gasoline,8-Speed A/T,White,Beige,Yes,24995.0,NO,4.6,386.0
Cadillac,Escalade Premium Luxury,2021,11459.0,Gasoline,10-Speed A/T,White,Brown,Yes,88900.0,NO,6.2,420.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289.0,Gasoline,7-Speed A/T,White,Gray,Yes,20490.0,NO,2.0,241.0
Hyundai,Veloster Base,2013,56837.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,10500.0,YES,1.6,132.0
Chevrolet,Corvette Base,2002,44168.0,Gasoline,4-Speed A/T,Orange,Black,Yes,30000.0,NO,5.7,350.0
Mercedes-Benz,C-Class C 300 4MATIC,2019,59766.0,Gasoline,9-Speed Automatic,Lunar Blue Metallic,Macchiato,UNKNOWN,26900.0,NO,2.0,298.3930229900525
Kia,Stinger GT,2018,56300.0,Gasoline,A/T,Silver,Black,Yes,29950.0,NO,3.3,365.0
Volvo,S60 R,2004,167000.0,Gasoline,6-Speed M/T,Black,Beige,Yes,8000.0,NO,2.5,300.0
Chevrolet,Silverado 2500 LT,2015,122770.0,E85 Flex Fuel,A/T,Brown,Black,Yes,27499.0,NO,6.0,360.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271.0,Gasoline,A/T,Black,Black,Yes,54995.0,NO,3.0,380.0
GMC,Sierra 1500 SLE,2015,102000.0,Gasoline,6-Speed A/T,Silver,Black,Yes,24500.0,YES,5.3,355.0
Chevrolet,Silverado 1500 RST,2020,40929.0,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,Yes,44800.0,YES,5.3,435.66462245728144
Porsche,911 Turbo S,2019,22000.0,Gasoline,7-Speed A/T,White,Beige,Yes,174900.0,NO,3.8,580.0
Chevrolet,Suburban Z71,2022,19200.0,Gasoline,10-Speed A/T,White,Black,Yes,69790.0,NO,6.2,420.0
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376.0,Gasoline,A/T,Black,Black,Yes,128000.0,NO,4.0,416.0
Porsche,911 Carrera,2023,19800.0,Gasoline,8-Speed A/T,Silver,Black,Yes,134900.0,NO,3.0,379.0
Land,Rover Range Rover Sport HSE,2011,105000.0,Gasoline,A/T,Black,Black,Yes,10000.0,NO,5.0,375.0
Ford,F-250 Lariat,2016,122650.0,Diesel,6-Speed A/T,Gray,Black,Yes,38900.0,NO,6.7,440.0
Subaru,BRZ Limited,2022,14000.0,Gasoline,6-Speed M/T,White,Black,Yes,34999.0,NO,2.4,228.0
Lexus,LS 460 Base,2008,100868.0,Gasoline,8-Speed A/T,Black,Beige,Yes,15397.0,NO,4.6,380.0
Land,Rover Range Rover Sport HSE,2013,111000.0,Gasoline,6-Speed A/T,Black,Black,Yes,15000.0,YES,5.0,375.0
Cadillac,Escalade Sport Platinum,2021,38500.0,Gasoline,A/T,White,Black,Yes,94995.0,YES,6.2,420.0
Nissan,Pathfinder S,2020,41250.0,Gasoline,CVT Transmission,White,–,Yes,21865.0,NO,3.5,284.0
MINI,Cooper S Base,2006,99600.0,Gasoline,6-Speed A/T,Orange,Black,Yes,5500.0,NO,1.6,168.0
Acura,ILX 2.0L w/Premium Package,2013,198000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,11000.0,YES,2.0,150.0
Lexus,RX 350 Base,2021,20598.0,Gasoline,8-Speed Automatic,Atomic Silver,Gray,UNKNOWN,42599.0,YES,3.5,384.5111536163804
Porsche,911 Carrera S,2013,52044.0,Gasoline,7-Speed M/T,White,Gray,Yes,76500.0,NO,3.8,400.0
MINI,Hardtop Cooper S,2022,23777.0,Gasoline,6-Speed M/T,Gray,Black,Yes,30000.0,NO,2.0,189.0
Ford,F-150 Platinum,2018,60660.0,Gasoline,A/T,Gold,Black,Yes,46900.0,YES,3.5,375.0
BMW,i3 Base,2015,26000.0,Electric,1-Speed A/T,White,Beige,Yes,14999.0,NO,0.65,170.0
Mazda,CX-5 Touring,2018,61000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,21800.0,NO,2.5,187.0
Lexus,RX 350 F Sport Performance,2020,53750.0,Gasoline,A/T,Black,Red,Yes,32600.0,NO,3.5,295.0
BMW,X5 M50i,2023,13735.0,Gasoline,8-Speed Automatic,Black Sapphire Metallic,Black,UNKNOWN,77897.0,NO,4.4,442.741761351077
Mercedes-Benz,E-Class E 300,2019,32580.0,Gasoline,Automatic,Obsidian Black Metallic,Beige,UNKNOWN,33998.0,NO,2.0,314.40535336818175
Porsche,911 Carrera Cabriolet,2006,96275.0,Gasoline,6-Speed M/T,Silver,Black,Yes,52500.0,YES,3.6,325.0
Ford,F-350 Lariat,2015,162000.0,Diesel,Transmission w/Dual Shift Mode,Red,Beige,Yes,32000.0,NO,6.7,440.0
BMW,X3 xDrive30i,2019,92040.0,Gasoline,8-Speed Automatic,Alpine White,Black,Yes,24999.0,NO,2.0,282.2557454155303
RAM,1500 SLT,2017,73690.0,Gasoline,8-Speed A/T,Blue,Gray,Yes,27000.0,YES,5.7,395.0
Toyota,Tacoma Base,2009,48750.0,Gasoline,M/T,Brown,Silver,Yes,17900.0,NO,2.7,159.0
Cadillac,SRX Performance Collection,2011,124542.0,Gasoline,6-Speed A/T,Gray,Beige,Yes,8450.0,NO,3.0,265.0
Ford,Mustang GT Premium,2010,69000.0,Gasoline,5-Speed A/T,White,Black,Yes,20000.0,NO,4.6,315.0
Dodge,Ram 2500 Laramie Quad Cab,2004,148000.0,Diesel,4-Speed A/T,Black,Beige,Yes,19000.0,NO,5.9,250.0
BMW,650 i,2006,122141.0,Gasoline,6-Speed M/T,Silver,Black,Yes,10500.0,NO,4.8,360.0
Subaru,Impreza WRX,2012,106000.0,Gasoline,M/T,Black,Black,Yes,15000.0,NO,2.5,265.0
Ford,Edge Titanium,2017,113294.0,Gasoline,6-Speed A/T,Gray,Black,Yes,16500.0,YES,2.0,245.0
Kia,Telluride SX,2021,24423.0,Gasoline,8-Speed Automatic,Black,Black,UNKNOWN,44315.0,NO,3.8,393.4223311451842
Tesla,Model S Long Range,2022,28000.0,Electric,1-Speed A/T,Gray,White,Yes,68750.0,NO,0.0,670.0
RAM,1500 Rebel,2018,54800.0,Gasoline,A/T,White,Black,Yes,37050.0,YES,5.7,395.0
Ford,Explorer XLT,2017,161000.0,Gasoline,6-Speed A/T,Gray,Black,Yes,17500.0,NO,3.5,290.0
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755.0,Gasoline,9-Speed A/T,Black,Black,Yes,61350.0,NO,3.0,385.0
Audi,Q5 2.0T Premium Plus,2016,52105.0,E85 Flex Fuel,A/T,White,Beige,Yes,20499.0,YES,2.0,220.0
Nissan,Armada Platinum,2018,119950.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,20999.0,NO,5.6,390.0
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081.0,Gasoline,5-Speed A/T,White,Beige,Yes,12500.0,NO,5.0,302.0
Bentley,Bentayga V8,2021,24500.0,Gasoline,8-Speed A/T,White,White,Yes,165000.0,NO,4.0,542.0
Jeep,Gladiator Overland,2021,4100.0,Gasoline,A/T,Black,Black,Yes,55000.0,NO,3.6,285.0
BMW,M2 CS,2020,9670.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,Yes,103500.0,NO,3.0,444.0
Dodge,Charger SE,2017,63250.0,Gasoline,A/T,Red,Black,Yes,18650.0,NO,3.6,292.0
Lincoln,MKX Black Label,2017,69431.0,Gasoline,6-Speed A/T,Silver,Black,Yes,26500.0,NO,2.7,335.0
Toyota,Tundra SR5,2015,108044.0,Gasoline,6-Speed Automatic,Black,–,Yes,31380.0,NO,5.7,386.68043402453077
BMW,335 i,2008,98000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,Yes,13998.0,NO,3.0,300.0
BMW,X1 xDrive28i,2019,52253.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,34500.0,NO,2.0,228.0
Ford,F-350 Platinum,2022,23850.0,Diesel,10-Speed A/T,Silver,Black,Yes,99750.0,NO,6.7,475.0
Mercedes-Benz,Sprinter High Roof,2015,1500.0,Diesel,A/T,White,Gray,Yes,39500.0,NO,3.0,188.0
Dodge,Challenger GT,2021,40000.0,Gasoline,A/T,Black,Black,Yes,32500.0,NO,3.6,303.0
Audi,S4 3.0 Prestige,2012,38718.0,Gasoline,7-Speed A/T,Black,Black,Yes,31000.0,NO,3.0,333.0
Toyota,Tacoma TRD Sport,2018,84184.0,Gasoline,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,UNKNOWN,35998.0,NO,3.5,336.06285708067844
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344.0,Diesel,7-Speed A/T,Red,Black,Yes,56500.0,NO,3.0,188.0
INFINITI,Q50 3.0t Red Sport 400,2018,51850.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,28900.0,NO,3.0,400.0
Porsche,911 Carrera 4S,2002,119500.0,Gasoline,6-Speed M/T,Black,Black,Yes,36995.0,YES,3.6,320.0
Ford,Expedition Max Limited,2021,30918.0,Gasoline,10-Speed A/T,White,Beige,Yes,51999.0,NO,3.5,375.0
Chevrolet,Corvette Stingray w/3LT,2023,1100.0,Gasoline,8-Speed A/T,Gray,Beige,Yes,92000.0,NO,6.2,490.0
Mercedes-Benz,C-Class C 300,2019,40000.0,Gasoline,A/T,Blue,Black,Yes,27900.0,NO,2.0,255.0
Jeep,Grand Cherokee Limited,2005,100500.0,Gasoline,A/T,Black,Gray,Yes,9998.0,NO,5.7,325.0
Dodge,Charger SRT Hellcat,2020,54320.0,Gasoline,8-Speed A/T,Gray,Black,Yes,67000.0,YES,6.2,707.0
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000.0,Gasoline,A/T,Black,Black,Yes,23450.0,NO,2.0,241.0
Porsche,911 Carrera S,2020,28000.0,Gasoline,8-Speed A/T,Gray,Black,Yes,134999.0,NO,3.0,443.0
Porsche,911 GT3,2022,1750.0,Gasoline,7-Speed A/T,White,Black,Yes,275000.0,NO,4.0,502.0
Cadillac,DTS Luxury,2007,130000.0,Gasoline,A/T,Gold,Beige,Yes,3499.0,YES,4.6,275.0
Maserati,Grecale Modena,2023,3721.0,Gasoline,8-Speed Automatic,White,Red,Yes,69645.0,NO,2.0,358.9003178217081
Mercedes-Benz,S-Class S 550,2016,78101.0,Gasoline,7-Speed A/T,Black,Black,Yes,34500.0,NO,4.7,449.0
Chevrolet,Malibu 1LT,2017,54000.0,Gasoline,A/T,Gray,Gray,Yes,16000.0,YES,1.5,160.0
Nissan,Quest SL,2011,185000.0,Gasoline,A/T,White,Gray,Yes,7500.0,YES,3.5,260.0
Mercedes-Benz,SLK-Class SLK 250,2015,49000.0,Gasoline,7-Speed A/T,Blue,Beige,Yes,23500.0,NO,1.8,201.0
GMC,Sierra 2500 Denali,2024,2043.0,Gasoline,10-Speed A/T,White,Black,Yes,81500.0,NO,6.6,401.0
Lexus,RX 350 Base,2016,71750.0,Gasoline,8-Speed A/T,Black,Brown,Yes,28000.0,NO,3.5,295.0
Chevrolet,Corvette Stingray w/3LT,2020,5194.0,Gasoline,8-Speed Automatic with Auto-Shift,Arctic White,Tension,UNKNOWN,87500.0,NO,6.2,500.19529196390795
BMW,330 i,2019,42200.0,Gasoline,8-Speed A/T,White,Black,Yes,27500.0,NO,2.0,255.0
Mercedes-Benz,GLC 300 Base,2020,42717.0,Gasoline,A/T,Gold,Beige,Yes,33500.0,NO,2.0,255.0
Tesla,Model S 75D,2016,102260.0,Electric,1-Speed A/T,White,Black,Yes,31300.0,NO,0.0,518.0
Chevrolet,Corvette Stingray w/2LT,2022,11089.0,Gasoline,8-Speed Manual,Silver Flare Metallic,Adrenaline Red,UNKNOWN,80900.0,NO,6.2,504.0479401847824
Jaguar,XF 25t Prestige,2018,37777.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,32500.0,NO,2.0,247.0
Ford,F-150 XLT,2021,35921.0,Gasoline,10-Speed Automatic,Antimatter Blue Metallic,Black,UNKNOWN,42995.0,NO,2.7,349.3798281791587
Ford,Bronco Outer Banks,2023,1800.0,Gasoline,10-Speed A/T,Gray,Blue,UNKNOWN,54900.0,YES,2.3,275.0
Scion,FR-S Monogram,2014,163019.0,Gasoline,6-Speed M/T,Black,Black,Yes,8900.0,YES,2.0,200.0
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220.0,Gasoline,9-Speed A/T,Blue,Beige,Yes,35500.0,NO,2.0,255.0
Chevrolet,Tahoe Premier,2019,48879.0,Gasoline,Automatic,Silver Ice Metallic,Jet Black,UNKNOWN,49573.0,NO,5.3,428.83070307146227
BMW,M3 Base,2002,117200.0,Gasoline,6-Speed A/T,Black,Black,Yes,15000.0,NO,3.2,333.0
Ford,F-150 Lariat,2016,25000.0,E85 Flex Fuel,6-Speed A/T,Gray,Black,Yes,65000.0,NO,5.0,385.0
BMW,i3 Base w/Range Extender,2014,74500.0,Electric,A/T,White,Gray,Yes,11499.0,NO,0.65,170.0
INFINITI,G37 Journey,2013,33300.0,Gasoline,A/T,Gray,Black,Yes,21990.0,NO,3.7,328.0
Ford,Expedition XLT,2007,123921.0,Gasoline,6-Speed A/T,White,Beige,Yes,6900.0,NO,5.4,300.0
BMW,X3 sDrive30i,2021,12800.0,Gasoline,A/T,Blue,Blue,Yes,39990.0,NO,2.0,248.0
Aston,Martin Vantage GT Base,2015,21100.0,Gasoline,6-Speed M/T,Black,Black,Yes,80000.0,NO,4.7,430.0
Chevrolet,Tahoe LT,2009,104733.0,E85 Flex Fuel,6-Speed A/T,Black,Black,Yes,15000.0,NO,5.3,320.0
Ford,Transit-250 Base,2020,53000.0,Gasoline,A/T,White,Black,Yes,38500.0,YES,3.5,310.0
Lexus,ES 250 Base,2021,17570.0,Gasoline,Automatic,Emin White,Black,UNKNOWN,39998.0,NO,2.5,349.76684822216885
RAM,1500 Rebel,2020,63875.0,Hybrid,8-Speed A/T,Gray,Black,Yes,41900.0,YES,5.7,395.0
Ford,Maverick XL,2023,12500.0,Hybrid,A/T,Silver,Black,Yes,29999.0,NO,2.5,191.0
BMW,Z3 3.0i Roadster,2001,103990.0,Gasoline,5-Speed M/T,Black,Beige,Yes,10500.0,NO,3.0,225.0
Chevrolet,Camaro 1SS,2022,7000.0,Gasoline,6-Speed M/T,Blue,Black,Yes,50000.0,NO,6.2,455.0
Chevrolet,Corvette Stingray w/3LT,2023,9000.0,Gasoline,8-Speed A/T,Blue,Black,Yes,92000.0,NO,6.2,490.0
Pontiac,Solstice GXP,2007,7800.0,Gasoline,5-Speed A/T,Silver,Black,Yes,19000.0,NO,2.0,260.0
Cadillac,XTS Luxury,2017,69289.0,Gasoline,6-Speed A/T,Gray,Black,Yes,20997.0,YES,3.6,304.0
Toyota,Highlander Limited,2011,106000.0,Gasoline,5-Speed A/T,White,Gray,Yes,16600.0,YES,3.5,270.0
Lincoln,Navigator Reserve,2020,68000.0,Gasoline,10-Speed A/T,Black,Gray,Yes,55999.0,YES,3.5,450.0
Toyota,Highlander Hybrid Limited Platinum,2019,13828.0,Hybrid,CVT Transmission,Blue,Black,Yes,43000.0,NO,3.5,306.0
Audi,A3 2.0T Tech Premium,2018,39600.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,26999.0,NO,2.0,220.0
Jeep,Wrangler SE,2003,92000.0,Gasoline,M/T,Gold,Black,Yes,12500.0,NO,2.4,150.0
Toyota,Tacoma SR,2022,5020.0,Gasoline,A/T,Black,Gray,Yes,36500.0,NO,3.5,278.0
Chevrolet,Trailblazer SS,2007,107800.0,Gasoline,A/T,Black,Black,Yes,15000.0,YES,6.0,395.0
Audi,A5 2.0T Premium Plus,2019,23827.0,Gasoline,7-Speed A/T,Gray,Black,Yes,34995.0,NO,2.0,248.0
Audi,A6 55 Premium,2020,25300.0,Hybrid,7-Speed A/T,White,Beige,Yes,39900.0,NO,3.0,335.0
Mercedes-Benz,Sprinter 2500,2016,399000.0,Diesel,5-Speed A/T,Silver,–,Yes,24500.0,YES,3.0,188.0
Porsche,911 Carrera,2005,46200.0,Gasoline,6-Speed M/T,Silver,Black,Yes,49999.0,NO,3.6,325.0
Chevrolet,Corvette Stingray w/2LT,2022,3158.0,Gasoline,8-Speed A/T,Red,Red,Yes,85989.0,NO,6.2,490.0
GMC,Acadia SLE,2021,26000.0,Gasoline,A/T,White,Black,Yes,30900.0,NO,2.0,228.0
Porsche,911 Carrera,2020,12758.0,Gasoline,8-Speed A/T,Silver,Black,Yes,107900.0,NO,3.0,379.0
Chevrolet,Corvette Base,2007,123500.0,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,Yes,27000.0,YES,6.0,400.0
Ford,Mustang GT Premium,2018,26840.0,Gasoline,6-Speed M/T,White,Black,Yes,42500.0,NO,5.0,460.0
Ford,Edge SEL,2021,17836.0,Gasoline,8-Speed Automatic,Silver,Ebony,Yes,31933.0,NO,2.0,329.770266159534
Cadillac,Escalade Luxury,2012,114500.0,E85 Flex Fuel,A/T,Black,Black,Yes,16100.0,NO,6.2,403.0
Chevrolet,Corvette Stingray w/3LT,2022,5400.0,Gasoline,8-Speed A/T,White,Black,Yes,89900.0,NO,6.2,490.0
Toyota,Corolla LE,2016,17500.0,Gasoline,A/T,Red,Gray,Yes,15100.0,NO,1.8,132.0
Chevrolet,Express 2500 Work Van,2017,56000.0,Gasoline,A/T,Blue,–,Yes,44600.0,NO,4.8,285.0
Chevrolet,Trax LS,2020,20800.0,Gasoline,6-Speed A/T,Black,Beige,Yes,19000.0,NO,1.4,138.0
Volkswagen,Golf Auto TSI S,2015,107543.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,13200.0,NO,1.8,170.0
Nissan,Pathfinder Silver,2012,206000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,5000.0,NO,4.0,266.0
Ford,F-150 Platinum,2018,37100.0,E85 Flex Fuel,10-Speed A/T,Black,Black,Yes,46000.0,NO,5.0,395.0
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813.0,Gasoline,8-Speed A/T,Silver,Beige,Yes,51900.0,NO,3.0,380.0
Kia,Sportage LX,2010,208321.0,Gasoline,A/T,White,Beige,Yes,3500.0,NO,2.7,173.0
Lexus,LS 460 Base,2012,200000.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,Yes,9995.0,YES,4.6,380.0
MINI,Cooper S Base,2012,66000.0,Gasoline,6-Speed A/T,White,Black,Yes,10999.0,NO,1.6,181.0
Bentley,Bentayga Activity Edition,2018,41000.0,Gasoline,8-Speed A/T,Gray,Gray,Yes,113000.0,NO,6.0,600.0
Volvo,XC60 T6 Inscription,2019,20623.0,Gasoline,A/T,Silver,Black,Yes,36800.0,NO,2.0,330.0
Ford,Explorer Limited,2018,86000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,26900.0,NO,3.5,290.0
Porsche,Cayenne Turbo GT,2022,1766.0,Gasoline,Automatic,Custom Color,Black,UNKNOWN,209995.0,NO,4.0,475.4766474215867
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354.0,Gasoline,7-Speed A/T,Blue,Black,Yes,73000.0,NO,4.0,416.0
Jeep,Wrangler Unlimited Rubicon 392,2021,38000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,72980.0,NO,6.4,470.0
Toyota,Avalon Hybrid XLE Premium,2015,161000.0,Hybrid,CVT Transmission,Blue,Gray,Yes,11500.0,NO,2.5,200.0
Nissan,Juke SL,2012,74750.0,Gasoline,CVT Transmission,Black,Black,Yes,12500.0,NO,1.6,188.0
Porsche,911 Carrera 4,2013,67522.0,Gasoline,7-Speed A/T,Gray,Black,Yes,59500.0,YES,3.4,350.0
MINI,Cooper S Base,2012,152000.0,Gasoline,6-Speed A/T,White,Black,Yes,9000.0,NO,1.6,181.0
Subaru,Ascent Touring 7-Passenger,2019,71273.0,Gasoline,CVT Transmission,Black,Brown,Yes,23900.0,NO,2.4,260.0
Subaru,WRX STI Base,2017,37800.0,Gasoline,6-Speed M/T,Blue,Black,Yes,32500.0,NO,2.5,305.0
Land,Rover Range Rover Sport HSE,2019,42000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,48990.0,NO,3.0,340.0
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101.0,Plug-In Hybrid,6-Speed A/T,White,–,Yes,44990.0,NO,1.6,261.0
Chevrolet,Corvette Stingray w/2LT,2022,7900.0,Gasoline,8-Speed A/T,White,Red,Yes,92500.0,NO,6.2,490.0
Tesla,Model 3 Performance,2020,45468.0,Electric,1-Speed A/T,Silver,White,Yes,45999.0,NO,0.0,455.0
Nissan,Armada SV,2017,187141.0,Gasoline,A/T,Black,Black,Yes,16995.0,NO,5.6,390.0
Porsche,Cayenne Turbo S,2014,99100.0,Gasoline,8-Speed A/T,White,Black,Yes,32000.0,NO,4.8,550.0
Subaru,Outback Touring XT,2021,33500.0,Gasoline,CVT Transmission,Blue,Brown,Yes,34000.0,NO,2.4,260.0
Acura,RLX Advance Package,2016,102665.0,Gasoline,6-Speed A/T,Black,Black,Yes,15450.0,NO,3.5,310.0
Ford,Mustang GT,2001,52675.0,Gasoline,5-Speed M/T,Black,Black,Yes,16995.0,NO,4.6,260.0
